workerid,proliferate.condition,Word,content,exp,object,response,rt,slide_number_in_experiment,speakerGender,speakerName,utterance,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
320,experiment,retract,Louis went swimming,stim,,no,10902,28,F,Dorothy,Did Kathleen retract that Louis went swimming?,[],67,Yes,,3,2,Male,English,Chrome,Linux,720,1280,7.629216666666666,
320,experiment,weep,Valerie booked the venue,stim,,yes,6160,29,F,Jessica,Did Noah weep that Valerie booked the venue?,[],67,Yes,,3,2,Male,English,Chrome,Linux,720,1280,7.629216666666666,
320,experiment,expose,Jayden rented a car,stim,,yes,3723,30,F,Betty,Did Amy expose that Jayden rented a car?,[],67,Yes,,3,2,Male,English,Chrome,Linux,720,1280,7.629216666666666,
320,experiment,suppose,Cole celebrated his friend's birthday,stim,,no,8522,31,F,Linda,Did Ruth suppose that Cole celebrated his friend's birthday?,[],67,Yes,,3,2,Male,English,Chrome,Linux,720,1280,7.629216666666666,
320,experiment,write,Frank got a cat,stim,,no,8153,32,M,Christopher,Did Shirley write that Frank got a cat?,[],67,Yes,,3,2,Male,English,Chrome,Linux,720,1280,7.629216666666666,
320,experiment,promise,Connor fell from a tree,stim,,no,10024,33,M,George,Did Amanda promise that Connor fell from a tree?,[],67,Yes,,3,2,Male,English,Chrome,Linux,720,1280,7.629216666666666,
320,experiment,trouble,Olivia left her job,stim,,yes,5651,34,F,Kimberly,Is Manuel troubled that Olivia left her job?,[],67,Yes,,3,2,Male,English,Chrome,Linux,720,1280,7.629216666666666,
320,experiment,distress,Josie went on vacation to France,stim,,yes,6616,35,M,Kenneth,Is Justin distressed that Josie went on vacation to France?,[],67,Yes,,3,2,Male,English,Chrome,Linux,720,1280,7.629216666666666,
320,experiment,charm,Josh learned to ride a bike yesterday,stim,,yes,3954,36,F,Donna,Is Regina charmed that Josh learned to ride a bike yesterday?,[],67,Yes,,3,2,Male,English,Chrome,Linux,720,1280,7.629216666666666,
320,experiment,offend,Zoe calculated the tip,stim,,yes,4612,37,M,Logan,Is Tim offended that Zoe calculated the tip?,[],67,Yes,,3,2,Male,English,Chrome,Linux,720,1280,7.629216666666666,
320,experiment,pain,Jackson ran 10 miles,stim,,yes,5682,38,M,Robert,Is Kaitlin pained that Jackson ran 10 miles?,[],67,Yes,,3,2,Male,English,Chrome,Linux,720,1280,7.629216666666666,
320,experiment,,Mary's aunt is sick,control,,no,3344,39,M,David,Is Mary's aunt sick?,[],67,Yes,,3,2,Male,English,Chrome,Linux,720,1280,7.629216666666666,
320,experiment,,Zack is coming to the meeting tomorrow,control,,no,3899,40,F,Lisa,Is Zack coming to the meeting tomorrow?,[],67,Yes,,3,2,Male,English,Chrome,Linux,720,1280,7.629216666666666,
320,experiment,express,Emily bought a car yesterday,stim,,no,6872,41,M,Mark,Did Ben express that Emily bought a car yesterday?,[],67,Yes,,3,2,Male,English,Chrome,Linux,720,1280,7.629216666666666,
258,experiment,,,,,5d522280598b86000132de0d,0,1,,,,[],58,Yes,,3,1,Female,English,Chrome,Windows,720,1280,4.322,
258,experiment,,,,Jennifer,Jennifer,0,2,,,bot_check,[],58,Yes,,3,1,Female,English,Chrome,Windows,720,1280,4.322,
258,experiment,alarm,Emilia looked after the kids,stim,,yes,5750,9,M,George,Is Noah alarmed that Emilia looked after the kids?,[],58,Yes,,3,1,Female,English,Chrome,Windows,720,1280,4.322,
258,experiment,gossip,Emma studied on Saturday morning,stim,,yes,8371,10,M,Robert,Did Eli gossip that Emma studied on Saturday morning?,[],58,Yes,,3,1,Female,English,Chrome,Windows,720,1280,4.322,
258,experiment,shout,Courtney woke up early yesterday,stim,,no,7919,11,F,Margaret,Did Kevin shout that Courtney woke up early yesterday?,[],58,Yes,,3,1,Female,English,Chrome,Windows,720,1280,4.322,
258,experiment,shock,Molly attended a conference last week,stim,,yes,6857,12,F,Helen,Is Bobby shocked that Molly attended a conference last week?,[],58,Yes,,3,1,Female,English,Chrome,Windows,720,1280,4.322,
258,experiment,irritate,Lucas bought new shoes,stim,,yes,10713,13,M,Thomas,Is Laura irritated that Lucas bought new shoes?,[],58,Yes,,3,1,Female,English,Chrome,Windows,720,1280,4.322,
258,experiment,argue,Allen went to the museum,stim,,yes,5816,14,F,Jennifer,Did Regina argue that Allen went to the museum?,[],58,Yes,,3,1,Female,English,Chrome,Windows,720,1280,4.322,
258,experiment,joke,Louis went swimming,stim,,no,2881,15,F,Ashley,Did Ruth joke that Louis went swimming?,[],58,Yes,,3,1,Female,English,Chrome,Windows,720,1280,4.322,
258,experiment,scream,Zoe calculated the tip,stim,,no,4703,16,F,Sarah,Did Alan scream that Zoe calculated the tip?,[],58,Yes,,3,1,Female,English,Chrome,Windows,720,1280,4.322,
258,experiment,trouble,Jackson ran 10 miles,stim,,yes,4873,17,M,William,Is Amanda troubled that Jackson ran 10 miles?,[],58,Yes,,3,1,Female,English,Chrome,Windows,720,1280,4.322,
258,experiment,elaborate,Jayden rented a car,stim,,no,3472,18,F,Linda,Did Rebecca elaborate that Jayden rented a car?,[],58,Yes,,3,1,Female,English,Chrome,Windows,720,1280,4.322,
258,experiment,,Zack is coming to the meeting tomorrow,control,,no,2920,19,M,James,Is Zack coming to the meeting tomorrow?,[],58,Yes,,3,1,Female,English,Chrome,Windows,720,1280,4.322,
258,experiment,amuse,Isabella ate a steak on Sunday,stim,,yes,5567,20,F,Dorothy,Is Manuel amused that Isabella ate a steak on Sunday?,[],58,Yes,,3,1,Female,English,Chrome,Windows,720,1280,4.322,
258,experiment,,Todd played football in high school,control,,no,2416,21,F,Karen,Did Todd play football in high school?,[],58,Yes,,3,1,Female,English,Chrome,Windows,720,1280,4.322,
258,experiment,insult,Tony had a drink last night,stim,,yes,2616,22,F,Susan,Is Heather insulted that Tony had a drink last night?,[],58,Yes,,3,1,Female,English,Chrome,Windows,720,1280,4.322,
258,experiment,distress,Frank got a cat,stim,,yes,2591,23,F,Sandra,Is Kathleen distressed that Frank got a cat?,[],58,Yes,,3,1,Female,English,Chrome,Windows,720,1280,4.322,
258,experiment,murmur,Josie went on vacation to France,stim,,no,4560,24,F,Elizabeth,Did Tim murmur that Josie went on vacation to France?,[],58,Yes,,3,1,Female,English,Chrome,Windows,720,1280,4.322,
258,experiment,simulate,Jon went out for dinner,stim,,no,6185,25,M,Richard,Did Catherine simulate that Jon went out for dinner?,[],58,Yes,,3,1,Female,English,Chrome,Windows,720,1280,4.322,
258,experiment,bet,Jason made a cake,stim,,no,4711,26,F,Lisa,Did Anna bet that Jason made a cake?,[],58,Yes,,3,1,Female,English,Chrome,Windows,720,1280,4.322,
258,experiment,compute,Valerie booked the venue,stim,,no,4343,27,M,Mark,Did Jerry compute that Valerie booked the venue?,[],58,Yes,,3,1,Female,English,Chrome,Windows,720,1280,4.322,
258,experiment,promise,Fred missed the train,stim,,no,4009,28,F,Nancy,Did Shirley promise that Fred missed the train?,[],58,Yes,,3,1,Female,English,Chrome,Windows,720,1280,4.322,
258,experiment,express,Charley spilled the wine,stim,,no,3896,29,F,Michelle,Did Sharon express that Charley spilled the wine?,[],58,Yes,,3,1,Female,English,Chrome,Windows,720,1280,4.322,
258,experiment,love,Connor fell from a tree,stim,,yes,2847,30,F,Jessica,Did Melissa love that Connor fell from a tree?,[],58,Yes,,3,1,Female,English,Chrome,Windows,720,1280,4.322,
258,experiment,surprise,Hannah called her parents,stim,,yes,3520,31,M,Kenneth,Is Scott surprised that Hannah called her parents?,[],58,Yes,,3,1,Female,English,Chrome,Windows,720,1280,4.322,
258,experiment,think,Julian cleaned his room,stim,,no,7344,32,M,David,Did Stephanie think that Julian cleaned his room?,[],58,Yes,,3,1,Female,English,Chrome,Windows,720,1280,4.322,
258,experiment,thrill,Danielle painted her room,stim,,yes,3399,33,M,Logan,Is Dennis thrilled that Danielle painted her room?,[],58,Yes,,3,1,Female,English,Chrome,Windows,720,1280,4.322,
258,experiment,,Mary's aunt is sick,control,,no,1848,34,M,Paul,Is Mary's aunt sick?,[],58,Yes,,3,1,Female,English,Chrome,Windows,720,1280,4.322,
258,experiment,envision,Dylan argued with his parents,stim,,no,4385,35,F,Kimberly,Did Brenda envision that Dylan argued with his parents?,[],58,Yes,,3,1,Female,English,Chrome,Windows,720,1280,4.322,
258,experiment,,Madison had a baby,control,,no,2176,36,M,Christopher,Did Madison have a baby?,[],58,Yes,,3,1,Female,English,Chrome,Windows,720,1280,4.322,
258,experiment,torture,Audrey went to a party,stim,,yes,3136,37,M,Matthew,Is Ray tortured that Audrey went to a party?,[],58,Yes,,3,1,Female,English,Chrome,Windows,720,1280,4.322,
258,experiment,dictate,Emily bought a car yesterday,stim,,no,4777,38,F,Donna,Did Colby dictate that Emily bought a car yesterday?,[],58,Yes,,3,1,Female,English,Chrome,Windows,720,1280,4.322,
258,experiment,,Vanessa is good at math,control,,no,1632,39,F,Betty,Is Vanessa good at math?,[],58,Yes,,3,1,Female,English,Chrome,Windows,720,1280,4.322,
258,experiment,,Hendrick's car was expensive,control,,no,2256,40,F,Carol,Was Hendrick's car expensive?,[],58,Yes,,3,1,Female,English,Chrome,Windows,720,1280,4.322,
258,experiment,whine,Sophia got a tattoo,stim,,no,4081,41,M,Steven,Did Justin whine that Sophia got a tattoo?,[],58,Yes,,3,1,Female,English,Chrome,Windows,720,1280,4.322,
276,experiment,,,,,5e6c20d568ed541e7ab8aad5,0,1,,,,[],24,Yes,,3,1,Female,english,Chrome,Mac,900,1440,9.557666666666666,
276,experiment,,,,Mary,mary,0,2,,,bot_check,[],24,Yes,,3,1,Female,english,Chrome,Mac,900,1440,9.557666666666666,
276,experiment,facinate,Valerie booked the venue,stim,,yes,3918,9,M,Steven,Is Francisco fascinated that Valerie booked the venue?,[],24,Yes,,3,1,Female,english,Chrome,Mac,900,1440,9.557666666666666,
276,experiment,cringe,Cole celebrated his friend's birthday,stim,,yes,9210,10,F,Kimberly,Did Ruth cringe that Cole celebrated his friend's birthday?,[],24,Yes,,3,1,Female,english,Chrome,Mac,900,1440,9.557666666666666,
276,experiment,charm,Courtney woke up early yesterday,stim,,yes,31649,11,M,Richard,Is Alan charmed that Courtney woke up early yesterday?,[],24,Yes,,3,1,Female,english,Chrome,Mac,900,1440,9.557666666666666,
276,experiment,irritate,Mia drank 2 cocktails last night,stim,,yes,4683,12,F,Donna,Is Justin irritated that Mia drank 2 cocktails last night?,[],24,Yes,,3,1,Female,english,Chrome,Mac,900,1440,9.557666666666666,
276,experiment,murmur,Josh learned to ride a bike yesterday,stim,,yes,17981,13,F,Sarah,Did Melissa murmur that Josh learned to ride a bike yesterday?,[],24,Yes,,3,1,Female,english,Chrome,Mac,900,1440,9.557666666666666,
276,experiment,whine,Emily bought a car yesterday,stim,,yes,4337,14,F,Margaret,Did Jerry whine that Emily bought a car yesterday?,[],24,Yes,,3,1,Female,english,Chrome,Mac,900,1440,9.557666666666666,
276,experiment,enjoy,Dylan argued with his parents,stim,,yes,34679,15,F,Sandra,Did Brenda enjoy that Dylan argued with his parents?,[],24,Yes,,3,1,Female,english,Chrome,Mac,900,1440,9.557666666666666,
276,experiment,envision,Charley spilled the wine,stim,,no,3135,16,F,Nancy,Did Sharon envision that Charley spilled the wine?,[],24,Yes,,3,1,Female,english,Chrome,Mac,900,1440,9.557666666666666,
276,experiment,,Mary's aunt is sick,control,,no,3239,17,F,Linda,Is Mary's aunt sick?,[],24,Yes,,3,1,Female,english,Chrome,Mac,900,1440,9.557666666666666,
276,experiment,,Vanessa is good at math,control,,no,1625,18,F,Karen,Is Vanessa good at math?,[],24,Yes,,3,1,Female,english,Chrome,Mac,900,1440,9.557666666666666,
276,experiment,suppose,Jackson ran 10 miles,stim,,no,4640,19,F,Helen,Did Kathleen suppose that Jackson ran 10 miles?,[],24,Yes,,3,1,Female,english,Chrome,Mac,900,1440,9.557666666666666,
276,experiment,surprise,Sophia got a tattoo,stim,,yes,2428,20,F,Lisa,Is Scott surprised that Sophia got a tattoo?,[],24,Yes,,3,1,Female,english,Chrome,Mac,900,1440,9.557666666666666,
276,experiment,expose,Natasha got a promotion,stim,,yes,3931,21,M,David,Did Patrick expose that Natasha got a promotion?,[],24,Yes,,3,1,Female,english,Chrome,Mac,900,1440,9.557666666666666,
276,experiment,think,Josie went on vacation to France,stim,,no,18265,22,M,Logan,Did Manuel think that Josie went on vacation to France?,[],24,Yes,,3,1,Female,english,Chrome,Mac,900,1440,9.557666666666666,
276,experiment,express,Danielle painted her room,stim,,no,3730,23,F,Jennifer,Did Brian express that Danielle painted her room?,[],24,Yes,,3,1,Female,english,Chrome,Mac,900,1440,9.557666666666666,
276,experiment,love,Frank got a cat,stim,,yes,8619,24,F,Susan,Did Kaitlin love that Frank got a cat?,[],24,Yes,,3,1,Female,english,Chrome,Mac,900,1440,9.557666666666666,
276,experiment,write,Emilia looked after the kids,stim,,yes,16965,25,M,Paul,Did Ben write that Emilia looked after the kids?,[],24,Yes,,3,1,Female,english,Chrome,Mac,900,1440,9.557666666666666,
276,experiment,offend,Jason made a cake,stim,,yes,6019,26,M,Kenneth,Is Catherine offended that Jason made a cake?,[],24,Yes,,3,1,Female,english,Chrome,Mac,900,1440,9.557666666666666,
276,experiment,scream,Tony had a drink last night,stim,,yes,12943,27,M,Mark,Did Shirley scream that Tony had a drink last night?,[],24,Yes,,3,1,Female,english,Chrome,Mac,900,1440,9.557666666666666,
276,experiment,,Todd played football in high school,control,,no,1776,28,F,Michelle,Did Todd play football in high school?,[],24,Yes,,3,1,Female,english,Chrome,Mac,900,1440,9.557666666666666,
276,experiment,thrill,Jayden rented a car,stim,,yes,2835,29,F,Ashley,Is Heather thrilled that Jayden rented a car?,[],24,Yes,,3,1,Female,english,Chrome,Mac,900,1440,9.557666666666666,
276,experiment,compute,Zoe calculated the tip,stim,,no,6361,30,F,Betty,Did Bobby compute that Zoe calculated the tip?,[],24,Yes,,3,1,Female,english,Chrome,Mac,900,1440,9.557666666666666,
276,experiment,shout,Connor fell from a tree,stim,,yes,22713,31,M,Thomas,Did Stephanie shout that Connor fell from a tree?,[],24,Yes,,3,1,Female,english,Chrome,Mac,900,1440,9.557666666666666,
276,experiment,disgust,Louis went swimming,stim,,yes,19572,32,M,Christopher,Is Rebecca disgusted that Louis went swimming?,[],24,Yes,,3,1,Female,english,Chrome,Mac,900,1440,9.557666666666666,
276,experiment,squeal,Hannah called her parents,stim,,yes,5250,33,F,Dorothy,Did Andrew squeal that Hannah called her parents?,[],24,Yes,,3,1,Female,english,Chrome,Mac,900,1440,9.557666666666666,
276,experiment,verify,Allen went to the museum,stim,,no,3144,34,M,William,Did Cynthia verify that Allen went to the museum?,[],24,Yes,,3,1,Female,english,Chrome,Mac,900,1440,9.557666666666666,
276,experiment,distress,Jon went out for dinner,stim,,yes,1847,35,F,Jessica,Is Amy distressed that Jon went out for dinner?,[],24,Yes,,3,1,Female,english,Chrome,Mac,900,1440,9.557666666666666,
276,experiment,,Madison had a baby,control,,no,1341,36,M,George,Did Madison have a baby?,[],24,Yes,,3,1,Female,english,Chrome,Mac,900,1440,9.557666666666666,
276,experiment,shock,Olivia left her job,stim,,yes,2987,37,M,James,Is Ray shocked that Olivia left her job?,[],24,Yes,,3,1,Female,english,Chrome,Mac,900,1440,9.557666666666666,
276,experiment,resent,Mary planted a tree,stim,,yes,3990,38,F,Carol,Did Kevin resent that Mary planted a tree?,[],24,Yes,,3,1,Female,english,Chrome,Mac,900,1440,9.557666666666666,
276,experiment,torture,Owen shoveled snow last winter,stim,,yes,2591,39,M,Robert,Is Anna tortured that Owen shoveled snow last winter?,[],24,Yes,,3,1,Female,english,Chrome,Mac,900,1440,9.557666666666666,
276,experiment,,Zack is coming to the meeting tomorrow,control,,no,1794,40,M,Matthew,Is Zack coming to the meeting tomorrow?,[],24,Yes,,3,1,Female,english,Chrome,Mac,900,1440,9.557666666666666,
276,experiment,,Hendrick's car was expensive,control,,no,4031,41,F,Elizabeth,Was Hendrick's car expensive?,[],24,Yes,,3,1,Female,english,Chrome,Mac,900,1440,9.557666666666666,
285,experiment,,,,,5f700e2d56de4b5dd5ccc0c3,0,1,,,,[],36,Yes,,3,1,Female,English ,Chrome,Windows,768,1366,4.7107,
285,experiment,,,,Jennifer,Jennifer,0,2,,,bot_check,[],36,Yes,,3,1,Female,English ,Chrome,Windows,768,1366,4.7107,
285,experiment,,Todd played football in high school,control,,no,4734,9,M,George,Did Todd play football in high school?,[],36,Yes,,3,1,Female,English ,Chrome,Windows,768,1366,4.7107,
285,experiment,suppose,Olivia left her job,stim,,yes,6306,10,M,Kenneth,Did Ben suppose that Olivia left her job?,[],36,Yes,,3,1,Female,English ,Chrome,Windows,768,1366,4.7107,
285,experiment,trouble,Louis went swimming,stim,,yes,3440,11,M,James,Is Sharon troubled that Louis went swimming?,[],36,Yes,,3,1,Female,English ,Chrome,Windows,768,1366,4.7107,
285,experiment,distress,Fred missed the train,stim,,yes,2540,12,F,Nancy,Is Nicole distressed that Fred missed the train?,[],36,Yes,,3,1,Female,English ,Chrome,Windows,768,1366,4.7107,
285,experiment,envision,Danielle painted her room,stim,,yes,4028,13,F,Dorothy,Did Kevin envision that Danielle painted her room?,[],36,Yes,,3,1,Female,English ,Chrome,Windows,768,1366,4.7107,
285,experiment,require,Valerie booked the venue,stim,,yes,5429,14,M,Paul,Did Scott require that Valerie booked the venue?,[],36,Yes,,3,1,Female,English ,Chrome,Windows,768,1366,4.7107,
285,experiment,simulate,Connor fell from a tree,stim,,no,4280,15,F,Jessica,Did Brenda simulate that Connor fell from a tree?,[],36,Yes,,3,1,Female,English ,Chrome,Windows,768,1366,4.7107,
